sr_no,date,name,industry,sub_vertical,city,investor,investment type,amount_usd,remarks,year,month,day
2275,11/26/15,Grofers,HYPER-LOCAL GROCERY DELIVERY PLATFORM,,Gurgaon,"SOFTBANK, TIGER GLOBAL, SEQUOIA CAPITAL, APOLETTO MANAGERS",Private Equity,120000000,Late Stage,2015,11,26
2276,11/26/15,Pluss,HYPERLOCAL HEALTHCARE PRODUCT DELIVERY SERVICE PROVIDER,,Gurgaon,"IDG VENTURES, M,S PARTNERS, POWERHOUSE VENTURES (USA).",Private Equity,1000000,Pre-Series A,2015,11,26
2277,11/26/15,KountMoney,ONLINE LENDING MARKETPLACE,,Bangalore,"TRACXN, ASHISH GOENKA,OTHERS",Seed Funding,,,2015,11,26
2278,11/27/15,StayGlad,ON DEMAND BEAUTY SERVICES PLATFORM,,Bangalore,"BESSEMER VENTURE PARTNERS, ANIL CHOPRA",Private Equity,,Series A,2015,11,27
2279,11/27/15,JustRide,SELF DRIVEN RENTAL CAR PLATFORM,,Mumbai,,Private Equity,2000000,Pre-Series A bridge round,2015,11,27
2280,11/27/15,Fastudent,EDUCATION CONTENT ETAILER,,Noida,ASHISH GUPTA,Seed Funding,,,2015,11,27
2281,11/27/15,LearnOn,CLUD BASED LEARNING PLATFORM,,Chennai,JMR INFOTECH INDIA PVT LTD,Seed Funding,,,2015,11,27
2282,11/27/15,Talentrack,"TALENT EXCHANGE,TALENT SERVICES MARKETPLACE",,New Delhi,UNIGROWTH INC,Seed Funding,,,2015,11,27
2283,11/28/15,M-TAXI,TWO-WHEELER TAXI SERVICE,,Gurgaon,"MANDEEP SINGH, JAIRAJ SINGH",Seed Funding,,,2015,11,28
2284,11/30/15,Baxi,TWO-WHEELER TAXI SERVICE,,Gurgaon,"MANISH KHETERPAL, ALOK MITTAL, PUNEET DALMIA,",Seed Funding,1450000,,2015,11,30
2285,11/30/15,Superhero Brands,CHARACTER MERCHANDIZE SALES PLATFORM,,Mumbai,DSG CONSUMER PARTNERS,Seed Funding,540000,,2015,11,30
2286,11/30/15,MoMagic,MOBILE APPLICATION DEVELOPER,,New Delhi,FIH MOBILE LTD,Private Equity,,Strategic Investment,2015,11,30
2287,11/30/15,QikPod,ECOMMERCE DELIVERY LOCKER SERVICES,,Bangalore,"FLIPKART, ACCEL PARTNERS, DELHIVERY, FOXCONN",Private Equity,9000000,Series A,2015,11,30
2288,11/30/15,Butterfly Interactive,EXTRA CURRICULAR ACTIVITIES MARKETPLACE APP,,New Delhi,UNDISCLOSED INVESTORS,Seed Funding,,,2015,11,30
2289,11/30/15,Bro4U,HYPERLOCAL ONLINE HOME SERVICES PROVIDER,,Bangalore,SARGOD VENTURES,Seed Funding,,,2015,11,30
2290,1/10/15,Indifi,EASY BUSINESS LOANS PLATFORM,,Gurgaon,"ACCEL PARTNERS, ELEVAR EQUITY, PRAMOD BHASIN, RAJAN ANANDAN, GAURAV DALMIA, ABHISHEK GOYAL, GAGAN HASTEER , ARUN TADANKI",Seed Funding,,,2015,1,10
2291,1/10/15,Wydr,PERFORMANCE BASED WHOLESALE MARKETPLACE,,New Delhi,SANDEEP AGGARWAL,Seed Funding,,,2015,1,10
2292,1/10/15,EasyFix,PROFESSIONAL SERVICES MARKETPLACE,,Gurgaon,AXILOR VENTURES,Seed Funding,,,2015,1,10
2293,1/10/15,Muvizz,MOVIE-ON-DEMAND PLATFORM,,Singapore,"ASHISH TODI, ABHINAV PATODIA, KUMAR SHWETABH",Seed Funding,350000,,2015,1,10
2294,1/10/15,Abhibus,"US TICKETING,FLEET MANAGEMENT PLATFORM",,Hyderabad,PAYTM (ONE97 COMMUNICATIONS),Private Equity,,Strategic Investment,2015,1,10
2295,1/10/15,Cleartax,ONLINE INCOME TAX FILING PLATFORM,,New Delhi,PAYTM (ONE97 COMMUNICATIONS),Private Equity,,,2015,1,10
2296,2/10/15,Shopalyst,"PRODUCT DISCOVERY,RECOMMENDATION PLATFORM",,Bangalore,KALAARI CAPITAL,Private Equity,2000000,Series A,2015,2,10
2297,3/10/15,Chillr,MOBILE PAYMENTS APP,,Mumbai,SEQUOIA CAPITAL,Private Equity,6000000,Series A,2015,3,10
2298,5/10/15,Nykaa,"BEAUTY,WELLNESS PRODUCTS E-TAILER",,Mumbai,"HARSH MARIWALA, ATUL NISHAR, DALIP PATHAK, MICHAEL CARLOS",Private Equity,9500000,Series B,2015,5,10
2299,5/10/15,Voylla,"FASHION JEWELRY,ACCESSORIES E-TAILER",,Jaipur,PEEPUL CAPITAL,Private Equity,15000000,Series B,2015,5,10
2300,5/10/15,IndiaLends,ONLINE CONSUMER LENDING PLATFORM,,New Delhi,"DSG CONSUMER PARTNERS, PARAGON PARTNERS",Private Equity,1000000,Pre-Series A Bridge round,2015,5,10
2301,5/10/15,Rock N Shop,PREMIUM APPAREL SHOPPING PORTAL,,New Delhi,HIGH NETWORTH INDIVIDUALS (UNDISCLOSED),Seed Funding,150000,,2015,5,10
2302,6/10/15,DocPlexus,"EXCLUSIVE PLATFORM FOR DOCTORS,HEALTHCARE PROFESSIONALS",,Pune,"UNIQORN VENTURES, ASP CONSULTING",Seed Funding,700000,,2015,6,10
2303,6/10/15,WorkIndia,JOB BOARD,,Mumbai,"SATYEN KOTHARI, KESHAV SANGHI, RIDDHESH GANDHI,OTHERS",Seed Funding,500000,Pre-Series A,2015,6,10
2304,6/10/15,SportzVillage,"SPORTS MANAGEMENT,PHYSICAL EDUCATION BUSINESS",,Bangalore,GAJA CAPITAL PRIVATE EQUITY FUND,Private Equity,10000000,Series B,2015,6,10
2305,6/10/15,SportyBeans,MULTI-SPORT PROGRAM FOR PRESCHOOLERS,,Pune,YOUWECAN VENTURES,Seed Funding,,,2015,6,10
2306,6/10/15,Burger Singh,"QSR,ONLINE DELIVERY PORTAL",,Gurgaon,"ASHVIN CHADHA, AVTAR MONGA, UDAAN ANGELS, DHEERAJ JAIN",Seed Funding,500000,Bridge Round,2015,6,10
2307,6/10/15,Welcome Cure,ONLINE HOMEOPATHY CLINIC,,Mumbai,"UNNAMED MEDIA HOUSE,HNIS",Private Equity,6000000,Pre-Series A,2015,6,10
2308,7/10/15,SchoolGuru,E-LEARNING SERVICE PROVIDER,,Mumbai,"HIGH NETWORTH INDIVIDUALS FROM INDIA,USA",Private Equity,3000000,Series A,2015,7,10
2309,7/10/15,Naturally Yours,ORGANIC FOOD ETAILER,,Mumbai,SANJAY MEHTA,Seed Funding,,,2015,7,10
2310,7/10/15,GoJavas,"DELIVERY,LOGISTICS SERVICE PROVIDER",,Gurgaon,SNAPDEAL,Private Equity,20000000,Strategic Funding (Series C),2015,7,10
2311,7/10/15,Scandid,"PRODUCT DISCOVERY,COMPARISON APP",,Pune,MICROMAX INFORMATICS,Private Equity,,Strategic Funding,2015,7,10
2312,7/10/15,StalkBuyLove,ONLINE APPARELS FASHION BRAND,,New Delhi,"MATO PERIC, PETER KABEL,OTHERS",Private Equity,,Series A,2015,7,10
2313,8/10/15,ZuperMeal,"HOME COOKED FOOD MARKETPLACE,DELIVERY",,Mumbai,"SANJEEV KAPOOR, RAVI SAXENA,OTHERS",Private Equity,2000000,Series A,2015,8,10
2314,8/10/15,Cube26,GESTURE BASED MOBILE DEVELOPMENT,,New Delhi,"TIGER GLOBAL MANAGEMENT, FLIPKART",Private Equity,7700000,Series A,2015,8,10
2315,8/10/15,Mobikon,HOTEL MOBILE CRM SOFTWARE PLATFORM,,Pune / Singapore,"LIFE.SREDA, QUALGRO",Private Equity,,Series B,2015,8,10
2316,8/10/15,Grabhouse,RENTAL ACCOMMODATION SEARCH PLATFORM,,Bangalore,"SEQUOIA,KALAARI CAPITAL.",Private Equity,10000000,Series B,2015,8,10
2317,8/10/15,Quifers,LOGISTICS TECH PLATFORM,,Mumbai,"VIKAS AGARWAL, VISHAL KHARE, SANJEEV KAKKAR, SMILE GROUP",Seed Funding,310000,,2015,8,10
2318,9/10/15,Stockroom.io,DEVELOPER PORTFOLIO SHOWCASE PLATFORM,,Hyderabad,UNDISCLOSED INVESTORS,Seed Funding,70000,,2015,9,10
2319,9/10/15,Curofy,DOCTORS NETWORK MOBILE APP,,New Delhi,ROUNDGLASS PARTNERS,Private Equity,,Pre-Series A,2015,9,10
2320,9/10/15,Cloud Lending,END-TO-END LENDING PLATFORM,,Bangalore / San Mateo,SF CAPITAL GROUP,Private Equity,8000000,Series A,2015,9,10
2321,9/10/15,Inayo,ON-DEMAND HEALTHCARE MARKETPLACE,,Mumbai,"KEMARK VENTURES, AMIT RANJAN, ZISHAAN HAYATH,OTHERS",Seed Funding,300000,,2015,9,10
2322,9/10/15,WoNoBo,360-DEGREE VIEW CREATING PLATFORM,,Bangalore,QUIKR,Private Equity,,Strategic Funding,2015,9,10
2323,9/10/15,Kulzy,"ADVERTISING,MARKETING COMMUNITY NETWORKING PLATFORM",,New Delhi,"SEEDFUND, BEDROCK VENTURES",Seed Funding,1000000,,2015,9,10
2324,9/10/15,Zeppery,"FOOD ORDERING,DELIVERY APP",,New Delhi,SUYASH SHARMA,Seed Funding,77000,,2015,9,10
2325,12/10/15,Zify,RIDE SHARING PLATFORM,,Hyderabad,"SEAN OSULLIVAN,OTHERS",Seed Funding,190000,,2015,12,10
2326,12/10/15,Faircent,ONLINE P2P LENDING MARKETPLACE,,Gurgaon,AARIN CAPITAL PARTNERS,Private Equity,,Series A,2015,12,10
2327,12/10/15,Bizongo,B2B MARKETPLACE FOR INDUSTRIAL GOODS,,Mumbai,ACCEL PARTNERS,Seed Funding,,,2015,12,10
2328,12/10/15,Gridle,CLOUD BASED COLLABORATION PLATFORM,,Ahmedabad,LETSVENTURE,Seed Funding,100000,,2015,12,10
2329,12/10/15,Tripoto,GLOBAL COMMUNITY FOR TRAVELLERS,,New Delhi,"500 STARTUPS, IDG VENTURES,ADVANTEDGE FUND, NEERAJ ARORA, LEON SEYNAVE",Private Equity,,Series A,2015,12,10
2330,12/10/15,Mubble,PREPAID BILL MANAGER APP,,Bangalore,ACCEL PARTNERS,Private Equity,,Series A,2015,12,10
2331,10/13/15,Voodoo,MOBILE ONLY SHOPPING ASSISTANT,,New Delhi,SAIF PARTNERS,Seed Funding,1000000,,2015,10,13
2332,10/13/15,Lookup,MOBILE MESSAGING ASSISTANT APP,,Bangalore,"KHOSLA IMPACT, BIZ STONE, CATAMARAN VENTURES, GLOBAL FOUNDERS CAPITAL, EUROPEAN INVESTMENT FUND",Private Equity,2500000,Series A,2015,10,13
2333,10/14/15,AskMyGift,PERSONALIZED WISH LIST CREATOR APP,,Noida,TURNING IDEAS,Seed Funding,50000,,2015,10,14
2334,10/14/15,Gaana.com,MUSIC STREAMING MOBILE APP,,Mumbai,MICROMAX INFORMATICS LTD,Private Equity,,Strategic Funding,2015,10,14
2335,10/14/15,Zappfresh,"RAW MEAT,READY TO EAT FOOD ETAILER",,Gurgaon,UNDISCLOSED INVESTORS,Seed Funding,77000,,2015,10,14
2336,10/14/15,GymTrekker,GYM DISCOVERY PLATFORM,,Mumbai,"DEWANG NERALLA,ROOPAK TANEJA, MANISHA GUPTA",Seed Funding,,,2015,10,14
2337,10/15/15,Bounty App,ONLINE PURCHASE REWARDS APP,,Bangalore,"FIRESIDE VENTURES, MUMBAI ANGELS MAPE ADVISORY GROUP.",Seed Funding,,,2015,10,15
2338,10/16/15,Homers.in,HOME RENTAL PLATFORM,,Gurgaon,"DEVESH RAI G, RAJESH AGGARWAL, AMITPAL BHUTANI",Seed Funding,,,2015,10,16
2339,10/16/15,mShipper,CROWDSOURCED DELIVERY PLATFORM,,New Delhi,VIJAI LAXMI,Seed Funding,,,2015,10,16
2340,10/16/15,BolRealty,REAL ESTATE INSIGHTS PLATFORM,,New Delhi,MANPREET SINGH,Seed Funding,,,2015,10,16
2341,10/17/15,S-Cube Futuretech,"STRUCTURAL,CIVIL ENGG SERVICE AUTOMATION",,Mumbai,PARAMPARA CAPITAL,Private Equity,1000000,Series A,2015,10,17
2342,10/19/15,LetsVenture,STARTUP FUNDING MARKETPLACE,,Bangalore,"ACCEL PARTNERS, ANUPAM MITTAL,OTHER MARQUEE INVESTORS",Private Equity,,Series A,2015,10,19
2343,10/19/15,Citrus Payment,PAYMENTS SOLUTION PLATFORM,,Mumbai,"SEQUOIA CAPITAL, ASCENT CAPITAL, ECONTEXT ASIA, BEENOS ASIA",Private Equity,25000000,Series C,2015,10,19
2344,10/19/15,Holidify,TRAVEL DESTINATION DISCOVERY PLATFORM,,New Delhi,AARTI GROUP,Seed Funding,100000,,2015,10,19
2345,10/20/15,PrimaSeller,ORDER FULFILLMENT SAAS PLATFORM,,Bangalore,"DR. ANIRUDDHA MALPANI MANISH GUPTA, M&S PARTNERS,OTHERS",Seed Funding,,,2015,10,20
2346,10/20/15,Opinio,LAST MILE DELIVERY SERVICE,,Bangalore,"DELHIVERY, SANDS CAPITAL,ACCEL PARTNERS",Private Equity,7000000,Series A,2015,10,20
2347,10/20/15,Attune Technologies,"HEALTHCARE IT SOLUTIONS,SERVICES",,Chennai,"QUALCOMM VENTURE, NORWEST VENTURE PARTNERS",Private Equity,10000000,Series B,2015,10,20
2348,10/20/15,iChef.in,GOURMET MEALS DELIVERY,,Mumbai,SPRINGBOARD VENTURES,Private Equity,,,2015,10,20
2349,10/21/15,Jiyo Natural,HEALTHY MEALS FOOD DELIVERY PLATFORM,,Bangalore,INDIAN ANGEL NETWORK,Seed Funding,,,2015,10,21
2350,10/21/15,AgentDesks,REAL ESTATE MOBILE CRM,,New York/ India,"SIERRA VENTURES, COTA CAPITAL, VEGAS TECH FUND",Seed Funding,2950000,,2015,10,21
2351,10/21/15,White Owl Brewery,MICRO-BREWERY,,Mumbai,"ARIHANT PATNI, RAAY GLOBAL INVESTMENTS",Private Equity,1530000,Series A,2015,10,21
2352,10/21/15,MealHopper,HOME MADE FOOD MARKETPLACE,,Gurgaon,"ALOK BAJPAI, RAJNISH KUMAR, AMIT DEY",Seed Funding,100000,,2015,10,21
2353,10/21/15,Zenify.in,RESIDENTIAL RENTAL MANAGEMENT PLATFORM,,Bangalore,"ATUL JALAN, SHRIKANTH,BHARATH",Seed Funding,640000,,2015,10,21
2354,10/21/15,Stockal,PERSONALIZED STOCK INTELLIGENCE PLATFORM,,Bangalore,"R NATARAJAN, MOHAN ALEXANDER",Seed Funding,,,2015,10,21
2355,10/23/15,Medd,PERSONAL DIAGNOSTIC MOBILE APP,,Mumbai,GROUP OF ANGEL INVESTORS,Seed Funding,150000,Bridge Round,2015,10,23
2356,10/23/15,Leaping Caravan,"ONLINE FOOD ORDERING,DELIVERY SERVICE",,Gurgaon,GROUP OF ANGEL INVESTORS,Seed Funding,150000,,2015,10,23
2357,10/23/15,Frsh,"ONLINE FOOD ORDERING,DELIVERY SERVICE",,Gurgaon,"MUMBAI ANGELS, MAYANK BHANGDIA, KAE CAPITAL",Private Equity,1000000,Bridge Round,2015,10,23
2358,10/23/15,Qik Stay,"HOTEL AGGREGATOR,BOOKING PLATFORM",,New Delhi,ID ENABLERS PVT LTD,Seed Funding,250000,,2015,10,23
2359,10/26/15,Parcelled,ONLINE LOGISTICS PLATFORM,,Bangalore,DELHIVERY,Private Equity,5000000,,2015,10,26
2360,10/26/15,AlmaMapper,"ONLINE STUDENT,CAMPUS SOCIAL NETWORKING PLATFORM",,Ahmedabad,OSWAL TECHNO VENTURES LLP,Seed Funding,400000,,2015,10,26
2361,10/26/15,Flexing It,"PROFESSIONALS,PROJECT SEARCH MARKETPLACE",,New Delhi,UNDISCLOSED PRIVATE INVESTORS,Seed Funding,500000,,2015,10,26
2362,10/26/15,Netmeds.com,ONLINE PHARMACY,,Chennai,"ORBIMED, PRADIP DADHA GROUP",Private Equity,50000000,Series A,2015,10,26
2363,10/26/15,Razorpay,ONLINE PAYMENT GATEWAY,,Jaipur,"TIGER GLOBAL MANAGEMENT, MATRIX PARTNERS",Private Equity,9000000,Series A,2015,10,26
2364,10/27/15,Jombay,PSYCHOMETRIC TEST ONLINE SOFTWARE,,Pune,VENTUREWORKS INDIA,Private Equity,,,2015,10,27
2365,10/27/15,Happitoo,LOCATION BASED NIGHTLIFE RECOMMENDATION PLATFORM,,Mumbai,UNNAMED INVESTOR,Seed Funding,77000,,2015,10,27
2366,10/27/15,Care24,PROFESSIONAL HEALTH SERVICES PLATFORM,,Mumbai,INDIA QUOTIENT,Seed Funding,350000,,2015,10,27
2367,10/27/15,Roadrunnr,HYPERLOCAL LOGISTICS SERVICE,,Bangalore,"SEQUOIA CAPITAL, NEXUS VENTURE PARTNERS",Private Equity,10000000,Series B,2015,10,27
2368,10/27/15,Simpli5d,ONLINE USER ENGAGEMENT PLATFORM,,Gurgaon,"REDCLIFFE CAPITAL, YOURNEST ANGEL FUND",Private Equity,,Bridge Funding,2015,10,27
2369,10/28/15,ORIGA Leasing,ASSET FINANCING PLATFORM,,Mumbai,"AH! VENTURES, 500 STARTUPS,OTHER HNIS",Seed Funding,1100000,,2015,10,28
2370,10/28/15,Smartivity.in,VIRTUAL REALITY ACTIVITY BASED LEARNING PLATFORM,,New Delhi,"S CHAND,CO PVT LTD",Seed Funding,200000,,2015,10,28
2371,10/28/15,UrDoorStep,ONLINE GROCERY STORE,,Bangalore,JUPITER CAPITAL,Private Equity,,Series A,2015,10,28
2372,10/29/15,Tavaga,INVESTMENT MANAGEMENT PLATFORM,,Mumbai,TRACXN SYNDICATE,Seed Funding,,,2015,10,29
2373,10/29/15,Moglix,INDUSTRIAL TOONS MARKETPLACE,,Noida,"ACCEL PARTNER, JUNGLE VENTURES",Private Equity,,pre-Series A,2015,10,29
2374,10/29/15,ZopHop,PUBLIC COMMUTE HELPER APP,,Mumbai,"AMIT SINGHAL, PK GULATI,OTHERS",Seed Funding,450000,,2015,10,29
2375,10/30/15,Niki.ai,ARTIFICIAL INTELLIGENCE ECOMMERCE CHATBOT,,Bangalore,UNILAZER VENTURES,Seed Funding,,,2015,10,30
2376,10/30/15,Instavans,"TRUCK AGGREGATOR,LOGISTICS SERVICE",,Bangalore,SURESH VASWANI,Seed Funding,,,2015,10,30
2377,10/30/15,LiftO,RIDESHARING MOBILE APP,,Mumbai,"RAJESH BHATIA, DHEERAJ MEHTA,OTHERS",Seed Funding,130000,,2015,10,30
2378,10/30/15,TinyOwl,"FOOD DISCOVERY,DELIVERY MOBILE APP",,Mumbai,"SEQUOIA CAPITAL, MATRIX PARTNERS",Private Equity,7500000,Series B,2015,10,30
2379,10/30/15,Toppr.com,COMPETITIVE EXAM LEARNING PLATFORM,,Mumbai,INNOVEN CAPITAL,Private Equity,2000000,Series C,2015,10,30
2380,10/30/15,Kleeto,DOCUMENT DIGITIZATION PLATFORM,,Gurgaon,GREX,Seed Funding,230000,pre-Series A,2015,10,30
2381,10/30/15,BeaconsTalk,"PROXIMITY MARKETING,MOBILE ADVERTISING PLATFORM",,Mumbai,"PUNEET BHATIA,OTHERS",Seed Funding,80000,,2015,10,30
2382,10/31/15,Jugnoo,"AUTORICKSHAW AGGREGATOR,BOOKING PLATFORM",,Chandigarh,PAYTM,Private Equity,10000000,Series B,2015,10,31
2383,1/9/15,TOFlo,FINTECH STARTUP INCUBATION PLATFORM,,Mumbai,TANIA JOHNY PALATHINKAL,Seed Funding,100000,,2015,1,9
2384,1/9/15,FXMartIndia,PAYMENT SERVICES PLATFORM,,Chandigarh,FLIPKART,Private Equity,,Strategic Investment (Majority Stake),2015,1,9
2385,1/9/15,Stylecracker,PERSONALIZED STYLING PLATFORM,,Mumbai,GROUP OF HNI INVESTORS,Private Equity,1000000,Series A,2015,1,9
2386,1/9/15,Luxuryhues,LUXURY GOODS SHOPPING PLATFORM,,Gurgaon,RELIANCE CAPITAL,Private Equity,900000,Series A,2015,1,9
2387,2/9/15,HolaChef,FOOD DELIVERY PLATFORM,,Mumbai,RATAN TATA,Private Equity,,Part of Series A raised in June 2015,2015,2,9
2388,2/9/15,Zivame,ONLINE LINGERIE MARKETPLACE,,Bangalore,"ZODIUS TECHNOLOGY FUND, KHAZANAH NASIONAL BERHAD",Private Equity,40000000,Series C,2015,2,9
2389,2/9/15,Capillary Tech,CLOUD SOFTWARE SOLUTIONS,,New Delhi,"WARBURG PINCUS, SEQUOIA CAPITAL, NORWEST VENTURE PARTNERS",Private Equity,45000000,Series D,2015,2,9
2390,3/9/15,Jobspire,JOB SEARCH PLATFORM,,Bangalore,PURVI CAPITAL,Seed Funding,260000,,2015,3,9
2391,3/9/15,MeraDoctor,DOCTOR CONSULTANCY MOBILE APP,,Mumbai,"INDIA QUOTIENT,OTHER INVESTORS",Seed Funding,,,2015,3,9
2392,3/9/15,Vistaar Finance,SMALL BUSINESS FINANCING (NBFC),,Bangalore,"WESTBRIDGE CAPITAL, OMIDYAR NETWORK, ELEVAR EQUITY, SAAMA CAPITAL, LOK CAPITAL",Private Equity,40000000,,2015,3,9
2393,3/9/15,HiJinny,"BEAUTY,WELLNESS SERVICES MARKETPLACE",,Mumbai,"CMYK HEALTH BOUTIQUE PVT LTD,OTHER INDIVIDUAL INVESTORS",Seed Funding,,,2015,3,9
2394,4/9/15,Clapsnslaps,ONLINE MOVIE REVIEW PLATFORM,,Mumbai,R M PICTURE COMPANY PVT. LTD.,Seed Funding,150000,,2015,4,9
2395,4/9/15,Blubox,ECOMMERCE BRANDS FULL SERVICE AGENCY,,Mumbai,ASHISH JHALANI,Seed Funding,100000,,2015,4,9
2396,4/9/15,RoomCentral,CLOUD-BASED HOTEL BOOKING PLATFORM,,Bangalore,KARANPAL SINGH,Seed Funding,2000000,,2015,4,9
2397,7/9/15,YouthKiAwaaz,COMMUNITY DRIVEN NEWS/VIEWS PLATFORM,,New Delhi,"RAGHAV BAHL, RITU KAPUR",Seed Funding,600000,,2015,7,9
2398,7/9/15,Prozo,STUDY MATERIAL MARKETPLACE,,New Delhi,"NALIN JAIN, SHOMIL PANT, DINESH KUNDU,OTHERS",Seed Funding,205000,,2015,7,9
2399,7/9/15,Zomato,"RESTAURANT RATINGS,REVIEWS PLATFORM",,Gurgaon,"TEMASEK, VY CAPITAL",Private Equity,60000000,Late Stage,2015,7,9
2400,7/9/15,Sahayog Dairy,DAIRY BASED PRODUCT MANUFACTURER,,Bhopal,ACUMEN FUND,Private Equity,1800000,Series A,2015,7,9
2401,8/9/15,MockBank,GOVERNMENT TEST PREPARATION PLATFORM,,Bangalore,BLUME VENTURES,Seed Funding,400000,,2015,8,9
2402,8/9/15,ReportBee,SMART REPORT CARDS FOR SCHOOLS,,Chennai,INDIA EDUCATIONAL INVESTMENT FUND,Seed Funding,,,2015,8,9
2403,8/9/15,GuruG Learning,TEACHER EMPOWERMENT PLATFORM,,Bangalore,INDIA EDUCATIONAL INVESTMENT FUND,Seed Funding,,,2015,8,9
2404,10/9/15,OnlineTyari,MULTILINGUAL TEST PREPARATION PLATFORM,,Gurgaon,"500 STARTUPS, TV MOHANDAS PAI, TANDEM CAPITAL, VIKRAM CHACHRA, ALOKE BAJPAI",Private Equity,770000,Series A,2015,10,9
2405,10/9/15,IndustryBuying,INDUSTRIAL TOOLS MARKETPLACE,,New Delhi,"KALAARI CAPITAL, SAIF PARTNERS, BEENEXTAN INVESTMENT FUND",Private Equity,9200000,Series B,2015,10,9
2406,10/9/15,The/Nudge Foundation,NON PROFIT ORGANIZATION TO ALLEVIATE POVERTY,,Bangalore,"NANADAN NILEKANI, INMOBI, PAYTM",Seed Funding,315000,,2015,10,9
2407,11/9/15,FitMeIn,"GYM,FITNESS STUDIOS SUBSCRIPTION PLATFORM",,New Delhi,GREEN HOUSE VENTURES,Seed Funding,100000,,2015,11,9
2408,11/9/15,Envoged,PRE-USED LUXURY ITEM MARKETPLACE,,Mumbai,"ANKUSH NIJHAWAN, MANISH DHINGRA, GAURAV BHATNAGAR",Seed Funding,,,2015,11,9
2409,11/9/15,Zapyle,PRE-USED APPAREL SHOPPING MOBILE APP,,Bangalore,,Seed Funding,1000000,,2015,11,9
2410,11/9/15,Renomania,"HOME DESIGN, DECOR PLATFORM",,New Delhi,SUBODH GUPTA,Seed Funding,,,2015,11,9
2411,12/9/15,CredR,USED VEHICLES MARKETPLACE,,Mumbai,EIGHT ROAD VENTURES,Private Equity,15000000,Series A,2015,12,9
2412,12/9/15,YatraGenie,"ONLINE BUS,CAB TICKETING PLATFORM",,Hyderabad,ASH BHARDWAJ,Private Equity,,Series A,2015,12,9
2413,9/14/15,CanvasFlip,MOBILE APP TESTING PLATFORM,,Hyderabad,BESSEMER VENTURE PARTNERS,Seed Funding,1200000,,2015,9,14
2414,9/14/15,Shadowfax,HYPERLOCAL DELIVERY SERVICES,,Gurgaon,EIGHT ROADS VENTURES,Private Equity,9000000,Series A,2015,9,14
2415,9/14/15,UE Life Sciences,EARLY CANCER DETECTION SOLUTIONS,,US/India,"AARIN CAPITAL, UNITUS SEED FUND",Private Equity,3000000,Series A,2015,9,14
2416,9/14/15,Ola Cabs,CAB RENTAL MOBILE APP,,Bangalore,"FALCON EDGE CAPITAL, NY BASED HEDGE FUND, TIGER GLOBAL, SOFTBANK",Private Equity,225000000,Late Stage,2015,9,14
2417,9/15/15,Coverfox,ONLINE INSURANCE DISTRIBUTION PLATFORM,,Mumbai,CATARAMAN VENTURES,Private Equity,2000000,Part of $12M Series B funding,2015,9,15
2418,9/15/15,MoEngage,MOBILE MARKETING AUTOMATION PLATFORM,,Bangalore,"HELION VENTURE PARTNERS, EXFINITY VENTURES",Private Equity,4250000,Series A,2015,9,15
2419,9/15/15,Mubble,PREPAID MOBILE BILL MANAGER APP,,Bangalore,NANDAN NILEKANI,Seed Funding,,,2015,9,15
2420,9/15/15,Tea Trails,CHAIN OF TEA CAF ES,,Mumbai,"ANIL MATAI, VIKRAM TANDON, SHYAM SUNDAR R,OTHERS",Seed Funding,1000000,,2015,9,15
2421,9/15/15,Room on Call,BRANDED BUDGET HOTEL MARKETPLACE,,Noida,PAYAL SYAL,Seed Funding,300000,,2015,9,15
2422,9/15/15,FYNE,"HOME FITTING,FIXTURES MARKETPLACE",,Bangalore,"SANDEEP DAMA,OTHERS",Seed Funding,,Pre-Series A,2015,9,15
2423,9/16/15,ChaiPoint,FOOD SUBSCRIPTION PLATFORM,,Bangalore,EIGHT ROADS VENTURES,Private Equity,10000000,Series A,2015,9,16
2424,9/16/15,WedmeGood.com,WEDDING PLANNING PLATFORM,,Gurgaon,INDIAN ANGEL NETWORK,Seed Funding,410000,,2015,9,16
2425,9/16/15,XSTOK,B2B MOBILE AUCTION MARKETPLACE,,Mumbai,OLIPHANS CAPITAL,Seed Funding,450000,,2015,9,16
2426,9/17/15,UniLog,ECOMMERCE DATA ANALYTICS PLATFORM,,Bangalore,KALAARI CAPITAL,Private Equity,,,2015,9,17
2427,9/17/15,Paintcollar,DESIGNER MERCHANDIZE MARKETPLACE,,Mumbai,APPLYIFI,Seed Funding,,Bridge Funding,2015,9,17
2428,9/17/15,YepMe,PRIVATE LABEL FASHION ETAILER,,Gurgaon,"KHAZANAH NASIONAL BERHAD, HELION VENTURE PARTNERS",Private Equity,75000000,Series D,2015,9,17
2429,9/17/15,Bueno,"ONLINE FOOD ORDERING,DELIVERY",,Gurgaon,HIGH NETWORTH INDIVIDUALS (NO DETAILS),Seed Funding,600000,,2015,9,17
2430,9/18/15,Plabro,REAL ESTATE BROKER PLATFORM APP,,New Delhi,"SACHIN BANSAL,BINNY BANSAL, SOL PRIMERO, OUTBOX VENTURES, SANGRAM SINGH",Seed Funding,350000,,2015,9,18
2431,9/18/15,CureJoy,"ONLINE HEALTH,WELLNESS PLATFORM",,Bangalore,"ACCEL PARTNERS, SUBRATA MITRA, LARRY BRAITMAN, VENK KRISHNA",Private Equity,1150000,Pre-Series A,2015,9,18
